sex_label,intercept,slope,slope_se,r2,p_slope_lt1,p_slope_any,n
Female,0.023077664532375114,0.14058915117826293,0.050974572964373153,0.3222263858977615,6.542629942584454e-12,1.3085259885168908e-11,18
Male,0.04047798496403309,0.636628669879204,0.09187882703831955,0.7500432848073133,5.673639907545998e-4,0.0011347279815091995,18
