gene_symbol,framework_category,feature_ID,ensembl_gene,assay,tissue,sex,comparison_group,logFC,adj_p_value,p_value,selection_fdr,tscore,shrunk_logFC,zscore,sex_label,role,sig_dot
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,male,1w,3.6321670800099,0.0131154958662055,1.97729082102344e-6,3.74647800787162e-7,NA,3.21490761163057,4.75573154613391,Male,Import (LDHB),●
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,male,2w,1.2687513794584,1,0.0775433401358051,3.74647800787162e-7,NA,0.0040425072663145,1.7651215467574,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,male,4w,0.624384111345709,1,0.359145653331613,3.74647800787162e-7,NA,4.49906653855923e-4,0.916994249774884,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,male,8w,1.2240390108491,1,0.0795699669545417,3.74647800787162e-7,NA,0.0372977217178425,1.75318668982622,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,female,1w,-2.01333360687023,1,0.00630733349858064,3.74647800787162e-7,NA,-0.165125057722925,-2.73136103135953,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,female,2w,-2.1679087979362,0.515876839711836,2.43789261644628e-4,3.74647800787162e-7,NA,-1.13605479170296,-3.66869756834541,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,female,4w,-1.26002429900327,1,0.0334070624415463,3.74647800787162e-7,NA,-0.0326976010395461,-2.12715673663526,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,ADRNL,female,8w,-2.53199180684079,0.134690688820698,3.79260407286559e-5,3.74647800787162e-7,NA,-2.03365532213487,-4.11976415100002,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,male,1w,0.826141036685212,0.0324857563858323,6.05944146975326e-6,2.33437679109939e-8,NA,0.761802274977154,4.52430456528772,Male,Export (LDHA),●
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,male,2w,0.0597548177556548,1,0.728076970794203,2.33437679109939e-8,NA,0.00278951603453618,0.347684723264119,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,male,4w,0.109911963368964,1,0.499574801578059,2.33437679109939e-8,NA,8.87641884953207e-4,0.675158922271757,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,male,8w,-0.165131952848128,1,0.322669045073707,2.33437679109939e-8,NA,-0.0389469742611667,-0.988987934196859,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,female,1w,-0.512926242424424,1,0.00957987711432112,2.33437679109939e-8,NA,-0.224563777168008,-2.59063596121235,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,female,2w,-0.651249385732902,0.142462402060039,4.08204236351549e-5,2.33437679109939e-8,NA,-0.562149409971647,-4.10278630989761,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,female,4w,-0.395537668574689,1,0.0129311261087101,2.33437679109939e-8,NA,-0.108446995240811,-2.48566050268083,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,ADRNL,female,8w,-0.66285097379031,0.188428204460612,5.91632392327462e-5,2.33437679109939e-8,NA,-0.545038337969241,-4.01612358387799,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,male,1w,0.0648291103255272,1,0.696836080708635,0.021645994395326,NA,6.59700166973852e-5,0.389594958473252,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,male,2w,0.12444768214245,1,0.440672557270193,0.021645994395326,NA,0.00479769802223909,0.771057994262275,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,male,4w,-0.093413328683081,1,0.548519275052942,0.021645994395326,NA,-4.86318703900625e-4,-0.599980434403486,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,male,8w,-0.649175279430303,0.524786954293227,2.49588704111161e-4,0.021645994395326,NA,-0.551337252743746,-3.66268158902947,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,female,1w,-0.00324592732278529,1,0.971858783013179,0.021645994395326,NA,-6.06183024550118e-4,-0.0352771006299429,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,female,2w,-0.0284312958181844,1,0.766411477753522,0.021645994395326,NA,-0.00690748308848259,-0.297072082419058,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,female,4w,0.0338571044057087,1,0.730119842659832,0.021645994395326,NA,3.7293487344613e-4,0.344966118301538,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BAT,female,8w,-0.134996327854279,1,0.195272288314912,0.021645994395326,NA,-0.0175401228041371,-1.29513898533618,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,male,1w,-0.153170030582584,1,0.474865970232487,0.0940797556422045,NA,-1.02866014383951e-4,-0.714584265403795,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,male,2w,-0.139433517388905,1,0.502444493845406,0.0940797556422045,NA,-0.0038300111093621,-0.670648475051898,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,male,4w,-0.161784480222217,1,0.419896133953617,0.0940797556422045,NA,-9.83768434556948e-4,-0.80660145717133,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,male,8w,-0.800086885024472,0.789574783682911,4.57783502519819e-4,0.0940797556422045,NA,-0.638118532243106,-3.50431500706594,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,female,1w,0.11130930169049,1,0.383538129315236,0.0940797556422045,NA,0.0190021936064102,0.871395706460802,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,female,2w,0.107993684608032,1,0.416314683004019,0.0940797556422045,NA,0.0163833333905874,0.812831481896717,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,female,4w,0.143732922944175,1,0.291456626229712,0.0940797556422045,NA,0.00203990526812739,1.05493156165504,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BAT,female,8w,-0.18341539853333,1,0.204972645128039,0.0940797556422045,NA,-0.0143539051187145,-1.26751096579844,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,male,1w,-0.227187531333169,1,0.147138405096543,0.909909711277891,NA,-0.122385737729774,-1.44971358758234,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,male,2w,-0.327815900364337,1,0.0962489895898346,0.909909711277891,NA,-0.189512619351472,-1.66331703973426,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,male,4w,-0.0583065395626989,1,0.668315754778201,0.909909711277891,NA,-0.0205958631066701,-0.428460679826902,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,male,8w,-0.404576210948312,1,0.0333867817286721,0.909909711277891,NA,-0.322741629147926,-2.12740096881575,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,female,1w,0.186160545020277,1,0.407271563052614,0.909909711277891,NA,0.0217453096457026,0.82870463381299,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,female,2w,-0.00521384222102028,1,0.978326069913024,0.909909711277891,NA,-7.20516972479339e-6,-0.027167584583739902,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,female,4w,0.179496940706191,1,0.385850459254369,0.909909711277891,NA,0.00838781522344277,0.867167100993275,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,BLOOD,female,8w,-0.077807376388778,1,0.640000688663332,0.909909711277891,NA,-0.00707448998254224,-0.467697836248051,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,male,1w,0.0863109797860316,1,0.397283276805711,0.0037044890988132,NA,0.0504015715846222,0.84648313755934,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,male,2w,-0.0629701680757455,1,0.623203812998584,0.0037044890988132,NA,-0.039219711160081,-0.491314801034432,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,male,4w,0.0820484794826098,1,0.356470621655682,0.0037044890988132,NA,0.0457586977633564,0.922111111511692,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,male,8w,0.355339162781152,1,0.00379019714805172,0.0037044890988132,NA,0.318346095178433,2.89511494600499,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,female,1w,-0.329815702918443,1,0.00687841303005069,0.0037044890988132,NA,-0.119686529652771,-2.70267420217207,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,female,2w,-0.234719048136071,1,0.0242765366269714,0.0037044890988132,NA,-0.00170453611451892,-2.25272431855325,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,female,4w,-0.158475261556117,1,0.15846510223491,0.0037044890988132,NA,-0.0225581347001192,-1.41025262365236,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,BLOOD,female,8w,-0.195499710506715,1,0.0302515430556068,0.0037044890988132,NA,-0.0502653341085468,-2.16678118105663,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,male,1w,0.0585015374096342,1,0.735976771399388,0.0770890396853241,NA,1.27687853480831e-5,0.337185892489571,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,male,2w,0.220677703275459,1,0.226867533533379,0.0770890396853241,NA,0.0198796718184905,1.20846738568753,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,male,4w,-0.0250303377119652,1,0.895262219596732,0.0770890396853241,NA,-9.25811391535e-6,-0.131648629324132,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,male,8w,-0.152402463462329,1,0.376768320828587,0.0770890396853241,NA,-6.27505974198626e-5,-0.883866430063631,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,female,1w,0.230916399199949,1,0.0874431047588404,0.0770890396853241,NA,0.0523536948953586,1.70904235170972,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,female,2w,0.214894153820579,1,0.105916748036252,0.0770890396853241,NA,0.0349069906322909,1.6168218197247,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,female,4w,-0.0475275805590048,1,0.726562158633882,0.0770890396853241,NA,-4.52233102593437e-5,-0.349702258369772,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,COLON,female,8w,-0.122525711972278,1,0.333201207406268,0.0770890396853241,NA,-0.0287349664587996,-0.96768600943293,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,male,1w,-0.0353712657192557,1,0.813192638251829,0.076980288840665,NA,-1.03001690398143e-5,-0.236309342103801,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,male,2w,-0.148555855786165,1,0.346858858644224,0.076980288840665,NA,-0.0172648311545299,-0.940699532495763,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,male,4w,0.0155172069062913,1,0.924656792061671,0.076980288840665,NA,7.68055691362287e-6,0.0945694806649566,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,male,8w,0.159850392475993,1,0.282015872217071,0.076980288840665,NA,8.82998357907027e-5,1.07580187797664,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,female,1w,-0.0820490200554876,1,0.341029423845633,0.076980288840665,NA,-0.027362361570893,-0.952133218918271,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,female,2w,-0.00245017215085532,1,0.976929442871297,0.076980288840665,NA,-6.53103927761265e-4,-0.0289186856359962,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,female,4w,0.00121100529417854,1,0.988818098587233,0.076980288840665,NA,1.88770922217965e-6,0.0140148939036616,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,COLON,female,8w,0.194765330696019,1,0.0152105889534272,0.076980288840665,NA,0.0851285726128809,2.42732581448534,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,male,1w,-0.0187382691603128,1,0.630568311594098,1,NA,-4.04610446178953e-5,-0.48092709968709,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,male,2w,-0.00696762436257086,1,0.874601193489543,1,NA,-2.79838990206549e-5,-0.157816757590722,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,male,4w,-0.0223205473192772,1,0.569451411378463,1,NA,-0.0035689145497165,-0.568859618748794,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,male,8w,-0.0604134547516037,1,0.134574694448991,1,NA,-1.27818798229513e-4,-1.49630307389732,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,female,1w,0.0447736912480359,1,0.301282618445963,1,NA,0.0212022572483559,1.03368677333687,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,female,2w,-0.0494502846615742,1,0.28616105275354,1,NA,-0.0074570163335157,-1.06658106914329,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,female,4w,0.0469600626484775,1,0.299296470726556,1,NA,7.37412269227742e-5,1.03794326222749,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,CORTEX,female,8w,-0.00296032792124054,1,0.943670691086482,1,NA,-7.17167480379497e-6,-0.0706570668442906,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,male,1w,0.0242300162316504,1,0.715038608034349,1,NA,1.80875648728623e-5,0.365097525418153,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,male,2w,-0.00740715116381796,1,0.921506629304187,1,NA,-1.43211510402614e-5,-0.0985360728801998,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,male,4w,0.0381960156930429,1,0.567309400097579,1,NA,0.00239083039057039,0.572018561026436,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,male,8w,0.0272973668983457,1,0.691136297314411,1,NA,1.99801115451791e-5,0.397313494699063,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,female,1w,0.0989967746575813,1,0.186864865789777,1,NA,0.0229394875163665,1.3199106068923,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,female,2w,-0.0848267345582967,1,0.29067944417974,1,NA,-0.00671436961061155,-1.05663227607772,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,female,4w,0.0413465422060229,1,0.597875209108757,1,NA,2.16953367887378e-5,0.527458527540869,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,CORTEX,female,8w,0.0383957948940959,1,0.596718059872222,1,NA,3.82977350738959e-5,0.529125980377656,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,male,1w,0.112283646247264,1,0.0105252839187267,7.83762912304719e-5,NA,0.0450093267128801,2.55807681683604,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,male,2w,0.146266215763395,0.452020726337701,2.01351261181976e-4,7.83762912304719e-5,NA,0.0945391452099841,3.7173150857024,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,male,4w,0.115981813574485,1,0.00373483662142956,7.83762912304719e-5,NA,0.0658815700829365,2.89973047048682,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,male,8w,0.148696677844473,0.433207949349513,1.90074693672208e-4,7.83762912304719e-5,NA,0.114045112054026,3.73185528210378,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,female,1w,-0.0161790674954898,1,0.67522624146405,7.83762912304719e-5,NA,-3.24151235351722e-4,-0.418986167703562,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,female,2w,0.0365888396941304,1,0.355488404201869,7.83762912304719e-5,NA,0.0104685684931273,0.923995988852112,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,female,4w,0.112852332913486,1,0.00383046020956318,7.83762912304719e-5,NA,0.0579630782024624,2.89179645521743,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HEART,female,8w,0.131409134990128,1,6.84752036226798e-4,7.83762912304719e-5,NA,0.0936405196970104,3.39561259401627,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,male,1w,0.106333291971345,1,0.00248539802516493,0.0213240045010822,NA,0.0561110935953518,3.02511354411178,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,male,2w,0.0955921554203412,1,0.00241191579958843,0.0213240045010822,NA,0.0668344013509208,3.03417862086048,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,male,4w,0.0145018114607781,1,0.651255516500506,0.0213240045010822,NA,0.0041407179094838,0.452018692289669,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,male,8w,0.0378481318847441,1,0.23614359579116,0.0213240045010822,NA,0.0229458073333855,1.18468100428049,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,female,1w,-0.0210873280535063,1,0.55181063374667,0.0213240045010822,NA,-4.49866133959572e-4,-0.59504912566679,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,female,2w,-0.0656340879834639,1,0.0713930294817384,0.0213240045010822,NA,-0.0247320612401304,-1.80296934291899,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,female,4w,-0.0387566701681873,1,0.279356734944783,0.0213240045010822,NA,-0.0148522301625357,-1.08176551167676,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HEART,female,8w,0.03986746106721,1,0.262155358107975,0.0213240045010822,NA,0.0268597952080798,1.12131134496044,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,male,1w,-0.0544715654118499,1,0.213355448969738,0.743960465150253,NA,-0.00232329800908765,-1.24439166518472,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,male,2w,0.0378077364049525,1,0.398705687298858,0.743960465150253,NA,0.00592408668021714,0.843935074186352,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,male,4w,0.0375009216546663,1,0.353835598578338,0.743960465150253,NA,2.1905910517791e-4,0.927175158233235,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,male,8w,0.00718741562638734,1,0.866986366371794,0.743960465150253,NA,0.00198094898967563,0.167487647172054,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,female,1w,-0.0259615362468784,1,0.56536204969217,0.743960465150253,NA,-0.00522271981288287,-0.574895387353791,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,female,2w,0.00851221531320444,1,0.856417583291637,0.743960465150253,NA,2.81247989406637e-5,0.180936290439928,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,female,4w,0.0864158344337128,1,0.0633189828737992,0.743960465150253,NA,0.00470627883374477,1.85694497581271,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HIPPOC,female,8w,0.0308623794019304,1,0.486946043700596,0.743960465150253,NA,5.96550814489316e-5,0.695174351820109,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,male,1w,-0.197489888299889,1,0.010263377876594,1,NA,-0.0131860524326826,-2.56682708314948,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,male,2w,-0.104431417209114,1,0.184870139995997,1,NA,-0.00924656579436979,-1.3259080990053,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,male,4w,-0.0552921658510621,1,0.436543892206982,1,NA,-1.50443894694935e-4,-0.778042612786815,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,male,8w,-0.145989487275736,1,0.0527892773651836,1,NA,-0.022446761468018,-1.93664071484926,Male,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,female,1w,0.0562511062238455,1,0.415587211958303,1,NA,0.00619635977079258,0.814100792439146,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,female,2w,0.00891018148571669,1,0.901460937094664,1,NA,1.26131705597179e-5,0.123816032881892,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,female,4w,0.00922641112010241,1,0.897028154554038,1,NA,1.77943260944419e-4,0.129416421396334,Female,Export (LDHA),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HIPPOC,female,8w,-0.0149403691192275,1,0.826025143185077,1,NA,-1.23431665973452e-5,-0.219802280884648,Female,Export (LDHA),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,male,1w,0.0223173843864917,1,0.674610588268631,1,NA,0.0059873124575798,0.419828712210374,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,male,2w,0.0307375282429306,1,0.595012859831155,1,NA,0.00444692046860722,0.531585860615727,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,male,4w,0.0349017582119865,1,0.51139341859907,1,NA,0.00728354230859968,0.656669548679784,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,male,8w,-0.00764406590519741,1,0.858867737546346,1,NA,-1.4627707052179e-5,-0.177815673871083,Male,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,female,1w,-0.0374145140833117,1,0.425450010205563,1,NA,-0.00501953044778906,-0.797001758201503,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,female,2w,0.00298650392370034,1,0.956541933660801,1,NA,3.01495336803838e-4,0.0544935671325006,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,female,4w,-0.0126590087137335,1,0.795878227665019,1,NA,-2.67035315590815e-5,-0.25868508595112,Female,Import (LDHB),
Ldhb,shuttles,ENSRNOG00000013000,ENSRNOG00000013000,TRNSCRPT,HYPOTH,female,8w,0.00304224460853953,1,0.939101121242251,1,NA,5.34802310325407e-6,0.0763996837006169,Female,Import (LDHB),
Ldha,shuttles,ENSRNOG00000013009,ENSRNOG00000013009,TRNSCRPT,HYPOTH,male,1w,-0.097543635247784,1,0.203889578143569,1,NA,-0.0150334467892872,-1.27054776997064,Male,Export (LDHA),
